Quality	#1 ID	#2 ID	#1 Sentence Length	#2 Sentence Length	#1 Tree Size	#2 Tree Size	#1 Tree Depth	#2 Tree Depth	APTED
0	3015067	3015139	18	19	55	55	13	10	48.0
1	1600904	1601015	27	23	78	67	12	12	28.0
1	1650194	1650317	24	23	67	64	10	10	16.0
0	968428	968105	29	21	78	56	10	10	43.0
1	2430761	2430727	24	22	70	65	15	14	36.0
1	2224884	2224819	30	23	84	65	11	10	43.0
1	1712258	1712278	30	23	89	68	13	10	30.0
0	2543134	2543228	27	29	84	90	19	21	31.0
1	749739	749633	19	17	53	46	10	9	14.0
1	1039560	1039675	25	19	68	54	13	10	37.0
1	422010	421935	32	31	91	89	15	16	15.0
0	747200	747455	16	15	43	39	6	6	28.0
1	3083629	3083709	23	26	70	74	18	15	30.0
1	1503208	1503173	22	30	64	84	10	10	20.0
0	2600535	2600404	20	25	57	69	10	9	45.0
0	1220096	1220233	36	24	100	68	14	12	43.0
1	2222984	2223085	15	16	46	48	10	11	19.0
0	1591358	1591381	18	25	54	74	11	14	26.0
1	1414845	1415072	15	21	45	63	11	11	33.0
0	977938	978162	25	29	68	78	11	11	47.0
0	2067846	2068336	29	33	82	91	17	13	42.0
1	2576446	2576544	26	21	74	54	15	6	55.0
0	481931	481974	23	29	68	83	10	10	32.0
0	1015010	1014963	21	16	56	45	7	8	26.0
0	296513	296504	30	25	86	69	12	11	52.0
0	2527646	2527796	21	18	55	49	9	9	36.0
1	1836650	1836640	30	22	86	63	13	14	45.0
0	2947222	2947126	23	22	63	59	10	9	61.0
1	670897	670580	24	26	74	77	15	15	9.0
1	684499	684698	21	27	63	79	12	14	24.0
1	1014730	1014699	24	30	67	81	15	15	32.0
0	969585	969381	21	22	55	56	7	6	28.0
0	2465550	2465322	20	17	51	51	9	11	44.0
1	102054	101828	16	19	49	56	10	11	23.0
1	3399091	3399055	19	24	55	68	9	9	27.0
1	903478	903424	19	27	53	78	11	11	35.0
1	62773	62675	31	29	90	84	13	10	25.0
1	3118767	3118719	30	23	80	65	11	11	51.0
1	1934584	1934599	25	26	78	81	19	20	43.0
0	849568	849504	16	12	46	34	11	8	19.0
1	2052090	2052224	14	15	42	44	11	8	38.0
1	1723511	1723320	33	34	91	94	15	15	19.0
1	749931	749592	26	30	71	87	11	14	51.0
1	1380626	1381239	15	14	40	37	9	6	26.0
0	1154059	1154148	21	19	60	50	10	8	45.0
1	610817	610914	30	24	86	70	11	12	39.0
1	1382183	1381827	21	17	57	46	11	9	18.0
0	2143010	2143038	16	23	45	65	10	11	26.0
1	3355577	3355734	19	23	54	64	10	10	14.0
0	379930	379912	30	30	85	86	13	10	26.0
0	2332155	2332299	23	18	65	54	10	9	24.0
0	60128	60457	27	26	78	72	13	11	44.0
1	1966841	1966876	22	27	65	82	10	11	22.0
1	809968	809904	33	31	95	88	17	15	44.0
0	1755939	1755914	22	16	62	46	12	11	42.0
1	1456822	1456536	15	16	43	46	10	8	44.0
1	55074	55220	23	17	63	48	12	11	27.0
1	401958	402185	22	19	62	56	9	9	12.0
1	1513190	1513246	16	22	45	63	9	12	29.0
1	2362695	2362754	21	23	63	69	11	12	14.0
1	725607	725134	25	24	78	76	19	20	21.0
1	2009347	2009392	27	28	79	84	17	21	19.0
1	2385348	2385394	23	29	64	80	8	9	19.0
1	95816	95866	22	25	65	71	16	17	30.0
1	3199352	3199388	22	16	57	45	7	8	33.0
0	2620041	2620061	25	33	71	93	16	16	77.0
1	2063581	2063592	26	20	71	55	12	10	20.0
1	3321146	3321233	24	26	69	74	13	12	31.0
1	226237	225636	15	17	39	45	6	6	37.0
0	1091577	1091178	29	30	82	82	13	9	40.0
1	2157605	2157574	32	25	86	69	11	11	19.0
1	1856603	1856552	26	21	76	60	18	14	22.0
1	219613	219578	21	22	59	60	11	12	30.0
1	2348550	2348631	25	30	78	93	9	11	20.0
1	1230680	1230521	29	26	86	77	12	12	34.0
0	2729329	2729355	13	14	39	42	10	9	35.0
1	1967668	1967589	25	26	78	80	15	15	5.0
0	3078447	3078741	20	25	52	71	7	12	40.0
1	732043	732076	25	17	74	51	16	12	41.0
1	1094963	1094672	24	29	68	78	9	9	37.0
1	3179481	3179500	16	20	43	52	6	6	25.0
1	2317018	2317252	23	31	63	83	11	15	24.0
1	1724644	1724330	26	31	74	87	12	12	23.0
1	1702613	1702219	25	20	71	54	13	9	37.0
0	806865	806436	15	24	41	63	6	8	34.0
1	3113886	3113811	35	33	101	95	13	11	39.0
1	1136875	1136834	30	28	80	73	14	10	14.0
1	2197806	2197840	15	18	43	50	8	9	22.0
1	2760326	2760346	20	21	55	56	7	7	26.0
1	380372	380360	16	20	47	59	13	12	35.0
0	802081	802256	20	25	56	71	9	10	25.0
0	3434765	3435024	20	22	54	63	9	12	40.0
1	2766043	2766012	28	30	79	86	11	11	18.0
0	334677	334628	29	29	80	81	12	12	73.0
1	1730685	1730772	19	20	50	54	9	9	35.0
0	1705190	1705093	19	16	53	43	9	7	47.0
0	1831696	1831660	19	27	52	76	9	13	28.0
0	259989	260054	28	30	81	88	12	12	47.0
1	306378	306402	22	24	60	67	8	8	14.0
1	296493	296504	24	25	64	69	12	11	47.0
1	1554312	1554346	23	21	64	59	9	8	55.0
0	787052	786685	17	13	50	37	11	8	31.0
0	2222062	2222145	19	25	51	68	7	9	20.0
1	2338981	2338970	26	27	79	82	17	17	49.0
1	1528383	1528083	21	22	60	65	9	11	25.0
1	917965	918315	29	26	82	72	10	10	13.0
1	2584239	2584390	34	28	90	74	9	8	35.0
0	3218713	3218830	12	17	35	49	8	10	36.0
1	1254066	1254350	21	19	65	56	15	13	23.0
1	1024275	1024003	37	33	93	84	8	8	32.0
1	2729306	2729355	14	14	42	42	8	9	29.0
1	3328917	3328912	18	25	47	63	8	8	20.0
0	2630577	2630578	27	26	71	69	10	10	39.0
1	1469314	1469250	30	28	85	80	12	12	67.0
1	221079	221003	25	17	77	48	20	10	37.0
1	2780653	2780636	18	18	51	50	11	8	35.0
1	1478919	1478601	32	32	93	95	17	18	20.0
1	1865543	1865594	29	25	86	74	14	10	30.0
1	1865547	1865598	29	23	79	63	12	8	17.0
1	603351	603372	23	18	63	50	11	10	41.0
0	2227183	2227229	24	22	71	62	13	9	38.0
0	3391270	3391280	16	16	45	45	8	9	23.0
1	2056776	2056768	13	20	34	51	6	7	29.0
1	61559	61668	27	24	75	72	13	15	27.0
1	2516703	2516763	16	20	48	57	13	14	20.0
1	1802891	1803095	30	31	87	89	13	13	10.0
1	121430	121263	22	22	63	62	12	10	17.0
1	3223214	3223150	16	23	45	63	10	11	20.0
1	358224	358241	28	25	79	66	11	10	45.0
0	21722	21695	26	24	71	63	9	8	53.0
0	938879	938895	23	22	59	59	7	8	37.0
0	305494	305455	25	32	71	90	11	11	54.0
1	2605599	2605635	21	17	59	48	14	13	24.0
1	2509742	2509721	28	32	85	95	13	11	17.0
1	1601705	1601584	28	29	79	84	17	17	48.0
1	1245559	1245881	23	27	63	74	11	12	62.0
0	3053015	3053033	24	32	68	94	13	14	60.0
1	2409131	2408921	19	26	55	70	8	8	36.0
1	3153787	3153820	27	32	80	96	18	13	47.0
1	3171851	3171879	30	35	79	93	9	12	14.0
1	532719	532702	17	23	45	63	7	10	21.0
1	2546175	2546198	27	29	78	82	12	11	32.0
1	1015165	1015247	25	28	71	76	11	10	30.0
1	2457679	2457752	26	24	67	65	8	8	43.0
1	1369742	1369888	31	29	85	80	14	11	25.0
1	476713	476614	15	16	43	47	10	11	24.0
0	2158	1971	27	18	79	54	11	10	27.0
0	1708655	1708561	18	18	51	45	10	8	38.0
1	1544408	1544376	20	15	55	43	11	7	38.0
1	2147547	2147515	14	13	39	35	8	6	24.0
1	2528	2912	19	22	52	65	7	14	37.0
0	799346	799268	18	26	49	71	9	10	54.0
1	2003451	2003409	30	34	86	97	12	12	18.0
0	2673104	2673130	25	17	67	47	9	7	41.0
0	2653949	2653997	19	15	62	46	13	13	34.0
1	1354501	1354476	30	26	81	69	17	11	35.0
1	2361754	2361818	16	20	49	62	10	11	23.0
0	2506940	2506972	17	23	49	68	10	15	50.0
0	2190085	2190104	23	23	69	67	9	12	45.0
1	3070979	3070949	21	15	58	44	11	10	19.0
1	3453064	3453247	16	16	45	46	11	11	12.0
0	894009	893837	8	10	24	29	7	8	22.0
1	894151	893944	15	13	42	38	7	10	26.0
0	2861344	2861246	19	23	49	62	6	8	30.0
0	1742145	1742270	19	23	52	62	9	12	42.0
0	1802897	1802788	22	21	66	59	17	9	46.0
1	2758339	2758298	24	25	67	71	11	10	37.0
1	2861238	2861348	25	25	74	75	14	14	16.0
0	1868298	1868428	25	21	63	55	7	7	41.0
1	2905139	2904947	31	29	84	83	10	15	33.0
1	2613357	2613445	17	22	45	61	8	8	29.0
0	1264509	1264471	21	17	54	43	6	7	30.0
1	3271341	3271457	18	25	48	66	9	9	19.0
1	264284	264662	30	34	83	96	11	13	23.0
1	3313731	3313577	19	19	52	53	9	7	32.0
1	962010	962035	22	20	61	56	11	11	11.0
1	425188	425211	22	25	60	70	7	12	43.0
1	103280	103431	31	26	90	77	17	17	18.0
1	35944	36187	17	14	50	42	10	9	22.0
1	1819445	1819733	15	17	43	53	9	10	30.0
0	205044	205100	26	22	71	61	8	8	48.0
0	110731	110648	24	19	68	51	10	9	48.0
1	1748966	1748905	30	27	93	83	22	23	27.0
0	202023	202003	28	26	80	76	14	11	48.0
0	2221631	2221643	22	23	58	62	7	7	37.0
1	2302763	2302806	26	23	81	66	17	9	51.0
0	2582380	2582198	14	11	43	33	13	9	20.0
1	3104302	3104259	24	27	71	77	13	16	40.0
1	1738301	1738620	13	19	42	57	8	11	38.0
1	3253747	3253789	17	16	48	43	9	8	35.0
0	2469445	2469648	19	30	58	85	13	15	52.0
1	1081760	1081734	19	13	50	37	6	8	27.0
1	248301	248261	22	20	60	55	9	9	33.0
1	2274844	2274714	30	25	93	78	24	18	33.0
0	2254357	2254321	30	28	81	75	10	9	31.0
1	1548367	1547965	25	31	75	90	11	11	17.0
1	682443	682404	18	20	49	55	8	9	39.0
0	2690077	2690016	26	18	71	48	10	9	42.0
1	1090329	1090624	17	19	53	56	13	15	41.0
0	1263331	1263691	18	24	50	66	8	9	19.0
0	3130888	3130842	14	15	39	42	7	8	23.0
1	3020597	3020740	18	13	52	38	10	9	30.0
1	798489	798424	24	26	67	70	9	12	48.0
0	3296376	3296429	19	25	55	73	10	11	48.0
0	2786920	2786884	22	31	51	79	6	12	39.0
0	3378968	3378898	28	21	76	59	9	9	34.0
1	2413558	2413644	26	30	74	78	9	10	44.0
1	3182444	3182413	22	23	64	66	14	14	23.0
1	1694566	1694515	19	16	50	42	8	7	17.0
1	1396791	1396813	30	27	85	75	15	11	28.0
1	2513568	2513541	19	17	48	44	6	6	25.0
0	1096756	1096779	20	20	52	51	6	7	24.0
0	1140010	1139774	12	11	37	30	10	6	29.0
0	1050307	1050144	19	16	52	43	10	6	24.0
1	2055389	2055336	16	13	48	38	13	10	28.0
0	2243130	2243048	18	23	48	66	6	10	49.0
1	2244016	2243958	19	19	56	54	11	10	22.0
0	3171616	3171578	23	32	62	88	9	11	35.0
1	2759796	2759805	32	23	85	64	9	10	52.0
0	1737212	1737529	14	19	42	56	11	12	35.0
0	1896014	1896214	26	26	73	75	11	11	30.0
1	2541916	2542007	23	24	64	66	12	10	23.0
1	2142072	2142145	17	14	49	43	10	10	35.0
1	2815613	2815697	20	14	56	42	7	12	43.0
0	1396772	1396869	20	16	59	46	12	11	34.0
1	3317938	3317904	24	25	68	71	10	12	42.0
1	1475739	1475789	24	17	72	56	15	17	34.0
1	1805615	1805417	22	29	64	83	12	14	28.0
1	775031	775074	23	25	71	74	13	11	23.0
1	2616455	2616441	31	26	84	71	10	10	23.0
1	562791	563043	23	25	69	72	17	14	41.0
1	617943	618357	30	27	83	75	15	13	20.0
1	2560834	2560777	16	17	45	48	11	9	22.0
1	2315356	2315463	20	15	58	42	13	8	21.0
1	1550874	1550974	16	17	46	49	11	11	9.0
1	1075243	1075339	20	22	57	63	9	9	17.0
1	1568540	1568627	17	20	52	61	13	13	21.0
1	667354	667115	35	32	100	86	18	9	63.0
1	41117	41031	19	26	54	71	9	9	26.0
1	1629264	1629180	25	24	76	70	15	14	48.0
1	633371	633452	15	20	44	52	9	8	38.0
0	2690016	2690096	18	23	48	61	9	7	34.0
1	402118	402005	25	24	71	68	10	9	26.0
0	1729854	1729826	17	19	47	53	8	8	35.0
1	2320029	2320049	28	24	79	63	13	8	32.0
0	516184	515989	33	32	90	87	9	9	25.0
1	507548	507739	29	25	88	76	19	16	21.0
1	741059	741125	26	22	78	67	11	17	47.0
0	2668628	2668543	13	15	36	42	8	9	24.0
1	2810634	2810670	26	25	73	70	8	10	36.0
1	2546178	2546202	22	24	67	74	12	21	34.0
0	2908282	2908123	14	17	41	47	10	9	24.0
0	44118	44096	23	27	65	79	9	12	20.0
1	2696432	2696850	30	29	92	85	12	9	19.0
1	2949356	2949316	20	24	59	68	16	13	53.0
0	440225	440402	18	18	49	49	11	10	43.0
1	2110348	2110356	23	21	66	62	11	11	12.0
1	2942193	2942084	32	30	89	86	13	14	17.0
0	101739	101766	27	19	75	55	16	15	39.0
1	1120681	1120716	27	35	74	97	14	15	38.0
0	1528030	1528275	15	12	44	35	11	7	29.0
0	1290542	1290504	17	21	51	62	11	14	20.0
1	3073773	3073779	19	19	55	54	11	10	17.0
0	992998	992963	21	23	62	63	12	11	55.0
0	124994	125207	25	28	68	75	8	8	37.0
0	1994696	1994952	17	16	50	48	11	9	25.0
1	1596215	1596239	22	27	63	77	8	12	30.0
1	1404484	1404314	21	23	61	68	9	12	27.0
0	2839411	2839475	20	15	57	40	10	9	41.0
1	821520	821384	33	35	90	97	17	18	15.0
0	261202	260995	16	23	47	65	10	14	41.0
1	1538790	1538868	17	21	48	62	9	13	37.0
1	621407	621315	16	14	44	41	9	10	17.0
1	2748306	2748295	28	26	76	72	12	11	31.0
1	3106657	3106635	26	28	80	85	21	18	30.0
1	1824224	1824209	26	31	75	89	11	11	39.0
0	1701370	1701277	27	31	68	84	8	13	37.0
1	1349416	1349690	25	24	72	70	13	14	24.0
1	2479147	2479132	15	22	45	61	12	12	23.0
1	1467347	1467378	17	22	51	63	14	13	29.0
1	302689	302468	31	22	87	63	13	13	37.0
0	3164525	3164660	23	31	62	88	12	12	45.0
1	548867	548785	27	32	74	89	12	14	26.0
0	2796658	2796682	21	18	59	52	10	10	47.0
0	1467588	1467641	20	26	55	69	8	9	39.0
0	2228733	2228854	16	13	44	39	8	8	32.0
1	2221657	2221678	31	31	84	83	10	8	34.0
0	344782	345304	20	15	54	45	10	10	30.0
1	3119461	3119491	25	24	69	71	10	13	40.0
1	1264552	1264471	14	17	37	43	6	7	19.0
1	1396868	1396786	29	25	80	70	9	14	35.0
1	1808166	1808434	11	12	34	36	8	8	17.0
0	2542022	2541932	22	27	64	80	13	12	30.0
1	2754803	2754782	14	15	38	46	6	9	43.0
1	3113884	3113810	29	31	85	93	17	21	35.0
1	2461128	2461192	34	28	95	80	13	12	20.0
1	3290113	3290192	18	18	50	50	12	11	24.0
1	1345526	1345340	21	27	61	79	15	19	31.0
0	1799475	1799424	18	20	53	59	11	11	36.0
1	2426922	2427014	17	16	48	48	10	9	50.0
1	71782	72136	17	13	45	36	9	8	19.0
1	2566397	2566529	23	22	63	61	9	11	30.0
0	3111200	3111211	21	30	60	83	9	13	35.0
1	3357076	3357026	18	18	51	51	9	9	26.0
0	352129	352112	27	19	74	51	11	8	37.0
1	539586	539363	28	20	79	56	12	8	32.0
1	1072674	1072425	11	14	32	40	7	8	25.0
0	2745358	2745404	15	16	42	44	7	7	34.0
1	1852279	1852455	17	23	48	59	8	6	33.0
1	762446	762324	22	14	60	44	12	13	38.0
0	3337422	3337563	23	19	66	53	12	11	40.0
1	2581006	2580932	29	31	82	89	10	12	38.0
1	2614359	2614340	23	31	66	87	12	12	40.0
1	345700	345683	28	25	78	70	14	14	41.0
0	655008	654952	30	21	87	61	19	14	50.0
0	2598655	2598686	21	31	60	85	9	11	50.0
1	3322660	3322644	22	26	66	77	17	19	38.0
0	2238105	2238012	21	17	58	49	12	12	37.0
0	2268478	2268416	25	20	71	57	11	8	58.0
1	2403100	2403192	22	25	62	71	11	11	43.0
1	3116793	3116876	17	22	47	61	11	11	28.0
0	1472318	1472426	27	24	78	70	10	12	72.0
0	111977	111896	13	16	38	45	10	8	35.0
1	1358458	1358496	19	21	52	66	11	19	25.0
0	360333	360465	17	20	46	58	7	9	40.0
0	2579050	2579025	15	17	41	46	8	8	27.0
1	853475	853342	32	28	91	80	12	12	41.0
1	3386401	3386434	19	13	59	37	11	7	40.0
1	1353170	1353189	30	27	85	78	13	15	68.0
0	2421171	2421092	33	24	89	62	9	8	35.0
1	894010	893837	12	10	36	29	8	8	28.0
0	979620	979602	29	29	82	79	14	11	55.0
0	969188	969295	21	19	55	49	7	7	28.0
1	3238581	3238530	31	28	77	80	8	11	35.0
1	1380479	1380626	15	15	38	40	6	9	30.0
0	977772	977804	20	25	56	70	11	14	44.0
1	2805768	2805313	14	14	39	41	7	9	25.0
1	1767361	1767157	26	24	74	66	13	10	50.0
1	577854	578500	34	20	98	59	19	13	56.0
1	1428158	1428275	25	28	70	74	9	8	51.0
1	3271547	3271275	29	26	80	68	12	9	28.0
0	1598660	1598725	23	17	69	53	17	13	20.0
1	2829194	2829229	17	20	46	56	8	8	22.0
1	1982137	1982082	29	31	81	88	9	12	76.0
1	1277321	1277116	31	22	86	62	12	11	29.0
1	2723203	2723167	29	33	89	100	13	14	21.0
1	1982755	1982770	39	39	110	110	12	12	7.0
1	1775223	1775268	22	19	61	59	11	13	39.0
1	841177	841437	11	13	30	40	7	9	20.0
1	3133255	3133543	26	20	74	58	14	12	23.0
1	1984282	1984259	24	18	71	56	12	10	26.0
1	2332399	2332291	28	30	76	87	12	15	44.0
1	533680	533673	14	11	40	28	8	6	20.0
1	3035916	3035786	20	17	59	53	16	16	9.0
1	2074182	2074668	18	15	50	43	8	8	16.0
1	316018	315837	33	32	99	93	25	22	30.0
0	2758265	2758282	32	22	97	67	19	18	37.0
0	1733129	1733137	21	22	60	61	10	11	38.0
1	1958079	1958143	26	21	68	55	7	6	32.0
1	544217	544325	27	23	75	69	15	14	30.0
1	1803911	1803964	24	26	72	78	13	15	23.0
0	2768381	2768348	27	30	79	87	14	16	40.0
0	1595057	1595083	24	18	67	54	12	10	30.0
0	377195	377203	20	14	59	41	11	10	48.0
1	3326084	3325993	28	24	82	69	16	10	39.0
1	2764143	2764068	33	28	92	78	13	10	32.0
0	886548	886727	23	16	70	48	13	8	27.0
1	1256514	1256639	31	28	89	79	10	9	41.0
1	2385288	2385256	15	12	43	34	10	7	26.0
1	1066675	1066696	24	26	79	83	24	22	39.0
1	2630546	2630578	19	26	54	69	10	10	22.0
1	919973	919939	31	27	88	73	16	12	49.0
0	261466	261502	20	19	58	57	9	9	36.0
1	34763	34897	21	26	61	74	14	13	28.0
0	2169156	2169356	22	24	61	63	8	7	35.0
1	2631020	2631063	32	26	85	71	14	14	19.0
0	2146802	2146689	19	20	58	59	11	11	23.0
1	782069	782287	27	24	72	66	10	11	50.0
0	598413	598370	39	39	100	98	15	11	42.0
1	2949404	2949439	20	15	53	40	9	6	26.0
0	627204	627159	14	13	40	35	9	7	38.0
1	1528194	1528085	20	15	57	43	10	9	21.0
0	1598385	1598301	27	26	77	73	9	9	44.0
0	2324708	2325028	21	24	59	68	8	13	34.0
0	1091525	1091318	26	21	69	60	8	13	46.0
1	222638	222492	15	16	44	44	12	7	30.0
1	3276666	3276656	24	26	69	75	16	11	23.0
1	684851	684559	23	24	67	68	9	9	18.0
0	2242377	2242625	27	19	79	52	16	8	59.0
1	1721054	1721069	12	16	34	42	8	8	17.0
1	1693475	1693420	27	31	73	86	9	11	28.0
0	339203	339611	14	15	38	42	8	8	37.0
1	1119244	1119355	22	27	64	77	11	13	19.0
1	1655915	1655425	16	14	45	39	6	9	38.0
0	861289	861467	21	15	68	46	12	11	32.0
1	1513825	1513801	30	30	80	77	12	9	45.0
0	2182281	2182333	29	28	82	77	13	10	57.0
0	458141	458283	15	24	43	67	10	11	44.0
1	956131	956277	19	22	55	61	11	11	25.0
0	1617908	1617844	14	22	40	59	6	8	41.0
1	1851443	1851377	15	22	44	61	12	9	34.0
1	1317734	1317762	19	16	53	44	7	8	26.0
1	2179199	2179139	25	27	74	82	10	10	20.0
0	2141865	2141906	15	18	44	50	10	12	29.0
1	968648	968698	15	21	40	55	6	8	41.0
1	726532	726838	28	20	76	55	11	8	27.0
1	2139506	2139427	14	17	39	49	9	12	16.0
1	69689	69610	25	27	68	80	9	13	44.0
0	3031856	3031886	12	12	34	34	8	8	12.0
1	713976	713992	25	29	67	77	10	11	38.0
1	2965576	2965701	13	13	41	39	12	12	21.0
1	2745024	2745055	17	20	43	51	7	7	16.0
1	2167155	2167070	25	24	66	64	9	9	25.0
1	899424	899513	34	27	98	79	17	16	21.0
1	1349834	1349741	24	18	69	51	13	11	21.0
1	1692076	1692027	16	19	50	58	11	13	38.0
1	1761554	1761455	30	29	82	80	11	10	28.0
1	1614277	1614170	18	17	51	48	12	11	38.0
1	2566958	2567329	30	26	91	80	15	13	52.0
1	2151806	2151276	15	19	43	52	11	11	34.0
0	672288	672347	25	20	69	56	11	9	44.0
1	3050971	3051204	23	26	61	74	8	11	46.0
1	725121	725587	25	19	68	50	12	9	25.0
1	2324709	2325029	31	25	88	73	12	15	33.0
0	2040232	2039692	24	18	63	52	9	9	54.0
0	1912532	1912656	16	19	46	55	12	9	46.0
1	2931098	2931144	31	31	85	84	11	10	38.0
1	445422	445299	20	18	58	51	11	9	55.0
0	67955	67994	20	29	52	77	7	9	30.0
1	2733813	2733802	25	21	77	65	13	10	50.0
1	3033679	3033652	32	26	93	81	18	19	27.0
1	1163538	1163992	22	18	59	51	8	8	23.0
0	114464	114645	9	15	26	40	6	6	34.0
1	2438109	2437946	26	25	78	75	17	15	16.0
1	1730708	1730772	19	20	52	54	11	9	41.0
0	3022381	3022308	17	12	46	33	10	7	33.0
0	644788	644816	21	29	65	86	14	13	35.0
1	1039676	1039623	24	26	68	72	10	11	29.0
0	342112	342381	16	15	48	43	11	11	33.0
1	3090804	3090985	27	27	78	77	17	13	33.0
0	1600352	1600447	14	12	46	39	15	11	34.0
0	2587656	2587753	27	25	85	73	22	11	61.0
1	3395489	3395451	26	30	76	85	11	11	20.0
1	1089349	1089335	20	17	53	48	8	10	31.0
1	556146	556044	16	15	44	45	7	10	30.0
1	1263434	1263562	25	20	67	55	9	9	41.0
1	312323	312507	27	25	80	73	14	14	17.0
0	1911604	1911550	16	11	43	30	7	7	24.0
0	2859089	2859061	33	24	95	68	17	12	33.0
1	1042499	1042394	21	27	61	76	9	11	22.0
1	3149040	3149074	29	29	82	83	13	13	7.0
0	130087	129778	20	21	52	56	8	9	48.0
1	2309397	2309420	25	25	67	68	13	13	13.0
0	490018	490064	22	20	58	57	7	11	36.0
1	2898540	2898554	31	28	88	83	9	13	63.0
1	98417	98647	14	15	39	42	9	8	25.0
1	1265264	1265297	15	27	39	74	8	11	49.0
0	2565371	2565170	15	21	44	58	11	10	26.0
1	2933884	2933714	18	16	56	51	18	17	11.0
1	1357528	1357493	20	26	56	76	9	13	41.0
1	190933	191164	12	14	37	42	8	10	22.0
0	1010039	1010063	26	22	68	61	8	11	44.0
1	1048004	1047810	14	20	37	54	8	9	43.0
0	2211287	2211175	17	22	49	61	12	12	30.0
1	315649	315780	32	32	92	92	19	18	15.0
0	1091268	1091301	20	21	56	60	11	12	22.0
1	17155	17292	16	18	43	49	9	10	25.0
1	795914	795981	28	37	76	95	13	11	52.0
0	1913559	1913486	21	19	59	56	7	12	26.0
0	1852180	1852065	11	16	32	48	8	12	29.0
0	2551891	2551563	15	21	43	61	10	11	30.0
1	55562	55529	24	24	65	68	9	11	21.0
0	969654	969295	23	19	59	49	7	7	31.0
1	2114433	2114474	18	20	48	53	7	8	47.0
1	1015381	1015417	17	18	49	52	10	11	17.0
1	1759675	1759745	33	32	90	86	14	13	39.0
0	987739	987595	14	15	37	39	8	6	29.0
1	1629017	1629043	21	15	60	45	11	11	20.0
0	332392	332566	20	31	59	89	11	13	45.0
0	3376232	3376340	14	19	40	54	9	9	35.0
1	3214345	3214707	21	25	61	72	9	13	26.0
1	2641934	2641989	20	18	62	54	13	12	23.0
0	1856399	1856531	18	12	50	35	11	8	40.0
1	1089053	1089297	26	29	74	82	11	12	23.0
1	2211403	2211344	31	30	86	83	9	9	31.0
1	3435735	3435717	24	22	64	57	8	7	17.0
1	1634467	1634519	14	20	39	58	8	10	35.0
1	459278	459103	15	19	44	53	11	12	25.0
1	403034	402965	31	33	86	94	12	12	24.0
1	2394676	2394690	24	23	69	63	12	8	26.0
1	3145286	3145540	24	20	68	59	14	15	28.0
1	2405187	2405072	20	20	53	54	9	7	23.0
1	2950526	2950562	19	22	53	63	7	11	32.0
0	2222971	2223124	17	16	45	41	7	7	35.0
1	2768316	2768361	23	23	66	68	12	15	20.0
1	1895132	1895009	27	31	83	90	15	18	90.0
0	2326659	2326678	20	13	52	35	8	8	31.0
1	173604	173725	13	15	40	46	12	13	16.0
1	347375	347270	21	23	58	62	10	8	33.0
0	50553	50517	24	30	70	87	15	12	51.0
0	2124306	2124457	19	20	53	61	11	13	40.0
1	941976	941612	29	30	84	90	17	22	34.0
1	2269545	2269531	25	26	74	78	12	12	14.0
1	160051	159941	26	33	67	93	10	13	55.0
1	2942566	2942638	33	33	100	97	22	19	21.0
1	2816542	2816716	27	30	69	78	7	8	30.0
1	1887674	1887615	18	21	53	61	13	14	17.0
1	3246221	3246174	21	19	57	52	9	9	26.0
1	1750716	1750740	24	25	64	69	12	9	43.0
1	1812704	1813027	16	17	48	51	10	9	26.0
1	3395447	3395484	29	28	77	75	9	11	51.0
0	2424444	2424265	34	34	92	92	9	11	30.0
1	2622070	2622698	25	27	68	74	8	8	17.0
1	1315347	1315545	27	24	79	70	11	11	31.0
0	1790075	1790177	17	17	51	52	11	13	36.0
1	1841375	1841180	27	22	76	63	11	10	22.0
0	2828900	2829044	28	20	84	58	17	16	34.0
1	163189	163240	19	24	55	67	11	9	41.0
1	433021	432984	21	26	61	76	10	14	29.0
0	3280073	3280092	26	25	71	67	9	8	56.0
1	2769819	2769671	24	30	65	85	7	10	38.0
0	890153	890030	29	24	83	69	16	16	43.0
0	1954	2142	23	17	63	45	11	7	40.0
1	1018730	1018788	17	21	44	56	7	7	20.0
1	3400796	3400822	24	20	67	55	11	11	31.0
1	881726	882002	21	21	62	61	13	13	9.0
1	813444	813256	26	31	75	85	13	11	20.0
1	3416800	3416661	19	17	53	48	13	12	11.0
1	578547	577866	25	26	73	74	12	13	15.0
0	308890	308787	22	24	63	69	14	14	40.0
1	3127660	3127435	38	30	102	79	12	10	40.0
0	1417843	1418003	26	20	75	58	11	13	47.0
1	368063	368013	26	20	73	58	15	13	35.0
1	1953540	1953355	17	16	47	46	9	8	22.0
1	1455002	1455078	23	19	65	55	11	11	13.0
1	953482	953745	24	17	68	48	10	9	26.0
1	1730037	1729778	23	30	66	85	12	10	46.0
1	2857171	2857458	33	33	95	92	11	11	16.0
0	490486	490021	29	22	78	58	10	7	40.0
1	727268	727328	21	33	58	88	11	11	30.0
1	1220668	1220801	24	22	68	63	16	16	19.0
1	3062259	3062441	31	31	90	87	15	14	54.0
0	2055507	2055516	16	18	52	56	9	12	23.0
1	1515072	1515036	29	28	78	73	11	8	35.0
1	2587376	2587143	23	30	66	89	10	10	27.0
0	14509	14515	18	19	53	57	9	10	39.0
1	1048616	1048751	16	23	44	63	9	10	37.0
